seqnames start end strand gene_id
16168 chr22 2073347 2081878 + ENSDARG00000071714
16169 chr22 3138415 3148083 - ENSDARG00000071716
16170 chr22 2044150 2106477 + ENSDARG00000071719
16171 chr24 10149877 10194699 - ENSDARG00000071724
16172 chr22 1980186 1987356 + ENSDARG00000071725
16173 chr24 10670901 10673581 + ENSDARG00000071727
16174 chr12 10264675 10271183 - ENSDARG00000071733
16175 chr24 10877590 10882317 + ENSDARG00000071735
16176 chr22 1645712 1649096 + ENSDARG00000071741
16177 chr12 10004309 10006253 + ENSDARG00000071745
16178 chr14 14824702 14827831 - ENSDARG00000071751
16179 chr12 7226555 7235447 - ENSDARG00000071772
16180 chr24 8139391 8157092 - ENSDARG00000071774
16181 chr14 19951824 19953004 + ENSDARG00000071779
16182 chr14 19922141 19923321 + ENSDARG00000071780
16183 chr22 1289367 1350251 + ENSDARG00000071790
16184 chr22 2756314 2756778 + ENSDARG00000071800
16185 chr14 19070789 19071456 - ENSDARG00000071806
16186 chr14 19055668 19056708 + ENSDARG00000071808
16187 chr22 2985662 2988817 + ENSDARG00000071816
16188 chr22 1541063 1544174 + ENSDARG00000071819
16189 chr24 3615482 3860978 - ENSDARG00000071823
16190 chr22 1903149 1911185 + ENSDARG00000071833
16191 chr12 6003440 6012547 - ENSDARG00000071837
16192 chr12 4882339 4887382 - ENSDARG00000071841
16193 chr24 2553719 2558913 + ENSDARG00000071860
16194 chr22 2605686 2617104 + ENSDARG00000071862
16195 chr24 1125152 1163974 - ENSDARG00000071863
16196 chr24 1305895 1308883 + ENSDARG00000071864
16197 chr24 1172123 1331189 - ENSDARG00000071865
16198 chr14 12236509 12278866 - ENSDARG00000071868
16199 chr14 11594012 11598203 + ENSDARG00000071871
16200 chr14 11152974 11173279 + ENSDARG00000071872
16201 chr12 3144494 3152412 + ENSDARG00000071875
16202 chr14 9628821 9647991 + ENSDARG00000071876
16203 chr12 467426 475881 - ENSDARG00000071877
16204 chr14 8777068 8785232 - ENSDARG00000071878
16205 chr14 8743739 8765658 - ENSDARG00000071879
16206 chr14 8692794 8693953 - ENSDARG00000071880
16207 chr14 1201721 1210348 - ENSDARG00000071881
16208 chr14 2893084 2895459 + ENSDARG00000071889
16209 chr14 2882604 2884979 + ENSDARG00000071890
16210 chr14 2878900 2881275 + ENSDARG00000071891
16211 chr14 2875026 2877440 + ENSDARG00000071892
16212 chr14 2871145 2873559 + ENSDARG00000071893
16213 chr14 2866725 2869695 + ENSDARG00000071894
16214 chr14 2858259 2860673 + ENSDARG00000071895
16215 chr14 2495124 2497505 + ENSDARG00000071904
16216 chr14 2503338 2505713 + ENSDARG00000071905
16217 chr14 1111788 1148009 + ENSDARG00000071906
16218 chr10 44884951 44928620 + ENSDARG00000073665
16219 chr22 8491531 8493130 - ENSDARG00000073667
16220 chr2 58109732 58124624 + ENSDARG00000073668
16221 chr7 72818895 72867727 - ENSDARG00000073673
16222 chr10 45341345 45346677 - ENSDARG00000073675
16223 chr18 45481328 45487104 - ENSDARG00000073678
16224 chr2 59550923 59562634 + ENSDARG00000073679
16225 chr23 38174194 38175118 - ENSDARG00000073680
16226 chr7 70493841 70652401 + ENSDARG00000073681
16227 chr6 1865205 1928617 + ENSDARG00000073684
16228 chr21 37705353 37755396 + ENSDARG00000073686
16229 chr7 17581711 17790234 + ENSDARG00000073688
16230 Zv9_scaffold3464 4555 15398 + ENSDARG00000073693
16231 chr10 15677431 15701436 - ENSDARG00000073695
16232 chr10 27579911 27596158 + ENSDARG00000073696
16233 chr11 11396866 11422659 - ENSDARG00000073699
16234 chr21 31243012 31254356 - ENSDARG00000073704
16235 chr16 27603594 27607329 - ENSDARG00000073705
16236 chr21 24703685 24800627 - ENSDARG00000073707
16237 chr4 58809543 58819241 - ENSDARG00000073708
16238 chr14 30810959 30843463 + ENSDARG00000073709
16239 chr3 27757624 27791942 + ENSDARG00000073710
16240 chr12 27505876 27522325 + ENSDARG00000073711
16241 chr2 15597232 15720772 + ENSDARG00000073713
16242 chr13 8940880 8974207 - ENSDARG00000073716
16243 chr3 29825427 29839518 - ENSDARG00000073718
16244 chr8 32771900 32786406 - ENSDARG00000073720
16245 chr10 17582953 17618052 - ENSDARG00000073721
16246 chr7 57940280 57943717 + ENSDARG00000073723
16247 chr15 22821573 22839300 - ENSDARG00000073724
16248 chr15 36111622 36116055 + ENSDARG00000073726
16249 chr7 8066739 8070091 + ENSDARG00000073728
16250 chr7 30297026 30334335 + ENSDARG00000073731
16251 chr16 18910991 19006265 + ENSDARG00000073732
16252 chr20 54586919 54588998 - ENSDARG00000073734
16253 chr2 60000855 60004784 - ENSDARG00000073735
16254 chr5 17266480 17284907 + ENSDARG00000073737
16255 chr8 11629599 11688121 + ENSDARG00000073738
16256 chr7 72254544 72301905 + ENSDARG00000073741
16257 chr16 28257797 28259131 + ENSDARG00000073742
16258 chr8 52577295 52604468 - ENSDARG00000073743
16259 chr22 42114009 42125262 + ENSDARG00000073744
16260 chr1 32450729 32452453 + ENSDARG00000073745
16261 chr20 36404874 36418163 - ENSDARG00000073747
16262 chr21 25971151 25986939 + ENSDARG00000073749
16263 chr9 23272358 23273397 - ENSDARG00000073750
16264 chr18 9186038 9329339 + ENSDARG00000073752
16265 chr10 20541756 20554456 - ENSDARG00000073753
16266 chr10 21838928 21841354 + ENSDARG00000073755
16267 chr2 23794815 23836402 + ENSDARG00000073756
16268 chr23 10934944 11020503 - ENSDARG00000073757
16269 chr4 38179018 38185411 - ENSDARG00000073760
16270 chr5 3960643 3978914 - ENSDARG00000073761
16271 chr24 39726532 39727004 + ENSDARG00000073763
16272 chr6 8197481 8255331 + ENSDARG00000073764
16273 chr12 21889754 21900218 + ENSDARG00000073765
16274 chr4 25514262 25518383 + ENSDARG00000073766
16275 chr6 33780758 33781426 - ENSDARG00000073768
16276 chr25 21458735 21517620 - ENSDARG00000073769
16277 chr12 6330346 6362174 + ENSDARG00000073771
16278 chr8 47465849 47479866 + ENSDARG00000073773
16279 chr10 3150740 3156860 - ENSDARG00000073775
16280 chr24 40503001 40517204 + ENSDARG00000073777
16281 chr19 1751002 1808547 + ENSDARG00000073779
16282 chr7 72032423 72036823 + ENSDARG00000073780
16283 chr21 24924940 24935413 - ENSDARG00000073781
16284 chr16 3424320 3443402 + ENSDARG00000073784
16285 chr24 17462107 17464413 - ENSDARG00000073786
16286 chr11 1512498 1515981 - ENSDARG00000073787
16287 chr14 53561275 53570830 - ENSDARG00000073788
16288 chr22 33718447 33721980 + ENSDARG00000073789
16289 chr21 12419381 12453403 - ENSDARG00000073792
16290 chr19 24158751 24161214 - ENSDARG00000073793
16291 chr7 1583566 1585989 + ENSDARG00000073795
16292 chr3 36588462 36601485 + ENSDARG00000073797
16293 chr12 655397 684815 + ENSDARG00000073798
16294 chr16 33732661 33739193 - ENSDARG00000073799
16295 chr4 61846340 61858234 + ENSDARG00000073800
16296 chr8 49988392 50003487 - ENSDARG00000073801
16297 chr11 34262948 34390113 + ENSDARG00000073802
16298 chr21 172259 174722 - ENSDARG00000073803
16299 chr10 46151795 46209521 - ENSDARG00000073805
16300 chr5 10890952 10909862 - ENSDARG00000073808
16301 chr16 39358692 39365928 - ENSDARG00000073809
16302 chr12 32317168 32349242 + ENSDARG00000073810
16303 chr2 9313963 9315252 + ENSDARG00000073811
16304 chr15 17182749 17183726 - ENSDARG00000073812
16305 chr6 26983944 27001142 + ENSDARG00000073813
16306 chr20 49182906 49189317 + ENSDARG00000073814
16307 chr13 53150419 53168154 + ENSDARG00000073817
16308 Zv9_NA619 2 4947 - ENSDARG00000073818
16309 chr14 11703545 11705974 - ENSDARG00000073820
16310 chr22 1673455 1695613 + ENSDARG00000073821
16311 chr23 4701075 4731649 + ENSDARG00000073822
16312 chr18 26124358 26205126 + ENSDARG00000073824
16313 chr1 37777126 37807877 + ENSDARG00000073825
16314 chr24 24355148 24365640 - ENSDARG00000073834
16315 chr3 7960951 7969827 + ENSDARG00000073835
16316 chr4 58247647 58256414 - ENSDARG00000073836
16317 chr6 11308216 11326582 + ENSDARG00000073837
16318 chr6 37701129 37798075 + ENSDARG00000073841
16319 chr25 498506 546008 - ENSDARG00000073843
16320 chr7 23089238 23092851 - ENSDARG00000073844
16321 chr14 7872717 7888121 + ENSDARG00000073845
16322 chr8 25641454 25644018 - ENSDARG00000073847
16323 chr1 46429125 46517387 + ENSDARG00000073848
16324 chr6 38835911 38861590 - ENSDARG00000073850
16325 chr20 52685996 52789070 + ENSDARG00000073853
16326 chr7 58033636 58035408 - ENSDARG00000073856
16327 chr1 5266759 5357592 - ENSDARG00000073857
16328 chr4 5708642 5714280 + ENSDARG00000073858
16329 chr20 50150433 50200864 - ENSDARG00000073859
16330 chr5 64839798 64850299 - ENSDARG00000073860
16331 chr3 12827382 12841809 - ENSDARG00000073861
16332 chr21 8734620 8909627 + ENSDARG00000073862
16333 chr17 16190069 16263893 - ENSDARG00000073866
16334 chr22 21488870 21498043 - ENSDARG00000073867
16335 chr6 44175683 44333451 - ENSDARG00000073869
16336 chr14 34195087 34229251 - ENSDARG00000073870
16337 chr15 19614328 19692939 - ENSDARG00000073872
16338 chr9 23214761 23215741 - ENSDARG00000073874
16339 chr11 43553735 43556040 + ENSDARG00000073876
16340 chr3 50145768 50153827 - ENSDARG00000073880
16341 chr4 8126222 8165908 + ENSDARG00000073881
16342 chr16 13852338 13923561 - ENSDARG00000073883
16343 chr12 3209978 3223907 + ENSDARG00000073891
16344 chr5 69235753 69259409 + ENSDARG00000073892
16345 chr16 48401686 48421041 + ENSDARG00000073893
16346 chr2 3967127 3992746 + ENSDARG00000073896
16347 chr25 4211961 4228059 - ENSDARG00000073898
16348 chr23 32180619 32192222 + ENSDARG00000073899
16349 chr8 29112460 29118961 + ENSDARG00000073900
16350 chr3 5352656 5357359 - ENSDARG00000073901
16351 chr1 17836443 17854829 + ENSDARG00000073902
16352 chr25 290631 307130 + ENSDARG00000073905
16353 chr7 68306328 68339328 - ENSDARG00000073907
16354 chr25 19728252 19837079 + ENSDARG00000073909
16355 chr17 31680898 31682332 + ENSDARG00000073910
16356 chr14 34412322 34429406 - ENSDARG00000073911
16357 chr1 55189458 55199333 + ENSDARG00000073912
16358 chr20 42867386 42872809 + ENSDARG00000073913
16359 chr10 10602133 10666665 + ENSDARG00000073914
16360 chr4 32230630 32234210 + ENSDARG00000073915
16361 chr15 30948085 30979104 + ENSDARG00000073917
16362 chr16 28971522 28982712 - ENSDARG00000073918
16363 chr9 24520164 24661310 + ENSDARG00000073920
16364 chr25 2584707 2603041 + ENSDARG00000073923
16365 chr22 3024253 3032337 + ENSDARG00000073925
16366 chr15 14904864 15002443 - ENSDARG00000073926
16367 chr7 65408686 65468212 - ENSDARG00000073928
16368 chr17 56980 58384 + ENSDARG00000073930
16369 chr24 10111307 10145286 + ENSDARG00000073931
16370 chr1 57301010 57318945 + ENSDARG00000073932
16371 chr20 48664244 48697715 - ENSDARG00000073933
16372 chr9 11559094 11617547 + ENSDARG00000073935
16373 chr3 32266608 32267905 + ENSDARG00000073936
16374 Zv9_NA774 476 22601 + ENSDARG00000073938
16375 chr18 5169594 5197185 - ENSDARG00000073944
16376 chr25 15851096 15853541 - ENSDARG00000073947
16377 chr8 25567676 25583128 - ENSDARG00000073948
16378 chr16 13711692 13713086 - ENSDARG00000073950
16379 chr16 45531299 45608045 - ENSDARG00000073952
16380 chr3 8093555 8104331 + ENSDARG00000073953
16381 chr25 4761455 4784871 + ENSDARG00000073955
16382 chr7 38290952 38361357 + ENSDARG00000073957
16383 chr4 16404741 16406937 + ENSDARG00000073959
16384 chr21 30819352 30828265 - ENSDARG00000073961
16385 chr17 31280871 31288081 + ENSDARG00000073962
16386 chr4 4631250 4653916 - ENSDARG00000073963
16387 chr4 17544226 17560132 + ENSDARG00000073965
16388 chr19 24681753 24683804 - ENSDARG00000073969
16389 chr7 16505607 16557211 + ENSDARG00000073970
16390 chr21 195006 196837 + ENSDARG00000073971
16391 chr14 2613680 2616040 + ENSDARG00000073973
16392 chr3 53340722 53370056 + ENSDARG00000073974
16393 Zv9_NA395 166 15589 - ENSDARG00000073975
16394 chr1 45761521 45778821 - ENSDARG00000073976
16395 chr16 16150286 16161711 - ENSDARG00000073978
16396 chr3 10789589 10811339 - ENSDARG00000073985
16397 chr2 36217469 36217946 - ENSDARG00000073987
16398 chr21 38297383 38344313 + ENSDARG00000073988
16399 chr22 38301776 38304980 - ENSDARG00000073994
16400 chr7 76710227 76712844 - ENSDARG00000073995
16401 chr8 51479372 51565446 - ENSDARG00000073996
16402 chr8 24714404 24732338 + ENSDARG00000073997
16403 chr3 16092854 16113509 - ENSDARG00000073998
16404 chr14 49565623 49611461 - ENSDARG00000073999
16405 chr12 32529778 32533156 - ENSDARG00000074001
16406 chr6 40559930 40577067 + ENSDARG00000074002
16407 chr17 24575366 24615965 + ENSDARG00000074004
16408 chr9 20514266 20526003 - ENSDARG00000074007
16409 chr4 28122401 28129944 + ENSDARG00000074009
16410 chr17 31999117 32019994 + ENSDARG00000074011
16411 chr7 7270975 7271457 - ENSDARG00000074012
16412 chr17 5749328 5756520 + ENSDARG00000074014
16413 chr11 13090424 13097423 + ENSDARG00000074016
16414 chr3 45230624 45283720 - ENSDARG00000074017
16415 chr12 37556809 37567357 - ENSDARG00000074018
16416 chr23 36504782 36533886 + ENSDARG00000074020
16417 chr11 10973420 11024400 + ENSDARG00000074023
16418 chr6 23188835 23193210 - ENSDARG00000074024
16419 chr16 50559681 50567775 - ENSDARG00000074025
16420 chr6 57348406 57376171 - ENSDARG00000074028
16421 chr9 17115638 17116528 - ENSDARG00000074029
16422 chr23 31005068 31026511 - ENSDARG00000074030
16423 chr1 5089153 5107583 + ENSDARG00000074031
16424 chr4 42912615 42919296 + ENSDARG00000074032
16425 chr5 68873625 68910199 - ENSDARG00000074033
16426 chr9 23974307 23997242 - ENSDARG00000074034
16427 chr11 11190352 11201629 - ENSDARG00000074035
16428 chr13 13604215 13617398 - ENSDARG00000074036
16429 chr8 46415549 46469367 + ENSDARG00000074040
16430 chr12 40351360 40404440 + ENSDARG00000074041
16431 Zv9_NA276 15950 66927 + ENSDARG00000074042
16432 chr19 28075021 28091274 + ENSDARG00000074049
16433 chr1 6398652 6426403 + ENSDARG00000074050
16434 chr1 50031495 50037014 - ENSDARG00000074052
16435 chr20 18255812 18302230 + ENSDARG00000074056
16436 chr21 26120532 26125572 + ENSDARG00000074057
16437 chr13 16391899 16546006 + ENSDARG00000074059
16438 chr3 37702214 37737377 + ENSDARG00000074060
16439 chr25 38282510 38283162 + ENSDARG00000074062
16440 chr2 38629171 38681494 + ENSDARG00000074064
16441 chr8 31629049 31630044 + ENSDARG00000074066
16442 chr4 46575195 46817697 + ENSDARG00000074067
16443 chr1 57009534 57014641 + ENSDARG00000074069
16444 chr25 37188850 37194119 + ENSDARG00000074070
16445 chr14 14452352 14457584 - ENSDARG00000074071
16446 chr10 6358190 6360004 - ENSDARG00000074072
16447 chr15 18876987 18888401 + ENSDARG00000074073
16448 chr15 22710148 22712355 + ENSDARG00000074074
16449 chr10 42339757 42412880 + ENSDARG00000074075
16450 chr25 36401901 36406859 - ENSDARG00000074076
16451 chr9 37998649 38013681 + ENSDARG00000074079
16452 chr12 40239463 40255379 + ENSDARG00000074081
16453 chr2 45752083 45931456 + ENSDARG00000074082
16454 chr22 9462737 9477308 + ENSDARG00000074084
16455 chr22 6709249 6725963 - ENSDARG00000074085
16456 chr3 61901710 61945728 - ENSDARG00000074086
16457 chr8 32233446 32241471 - ENSDARG00000074087
16458 chr1 59127795 59136372 - ENSDARG00000074088
16459 chr10 21791150 21793528 + ENSDARG00000074089
16460 chr23 18055760 18061669 + ENSDARG00000074093
16461 chr6 1929466 1954565 + ENSDARG00000074094
16462 chr11 23456485 23462890 + ENSDARG00000074098
16463 chr17 45280448 45292529 - ENSDARG00000074100
16464 chr4 28750415 28753116 + ENSDARG00000074102
16465 chr24 16243854 16244921 - ENSDARG00000074106
16466 chr22 5666260 5669017 - ENSDARG00000074111
16467 chr7 67042466 67046274 - ENSDARG00000074116
16468 chr1 28553368 28598712 - ENSDARG00000074117
16469 chr2 43246056 43252476 - ENSDARG00000074118
16470 chr12 2787401 2833219 + ENSDARG00000074119
16471 chr5 66288566 66309049 - ENSDARG00000074120
16472 chr12 33325146 33397691 + ENSDARG00000074121
16473 chr5 62661681 62676468 + ENSDARG00000074122
16474 chr22 1332961 1477904 + ENSDARG00000074125
16475 chr8 16989758 17034527 - ENSDARG00000074126
16476 chr8 20009942 20026009 - ENSDARG00000074129
16477 chr2 43765423 43801060 - ENSDARG00000074131
16478 chr1 44300516 44302891 - ENSDARG00000074132
16479 chr1 59319484 59324969 - ENSDARG00000074134
16480 chr1 50039061 50051002 - ENSDARG00000074136
16481 chr15 14277773 14324278 + ENSDARG00000074137
16482 chr10 22142799 22154261 - ENSDARG00000074139
16483 Zv9_NA774 34005 55478 + ENSDARG00000074142
16484 chr9 12940605 13036558 - ENSDARG00000074143
16485 chr10 21858704 21861407 + ENSDARG00000074145
16486 chr2 328130 337204 + ENSDARG00000074146
16487 chr6 52710099 52748878 - ENSDARG00000074148
16488 chr11 36619140 36850713 - ENSDARG00000074149
16489 chr12 47185848 47206412 - ENSDARG00000074150
16490 chr3 8566034 8627581 + ENSDARG00000074151
16491 chr9 55519465 55522035 - ENSDARG00000074153
16492 Zv9_scaffold3522 24531 41501 + ENSDARG00000074155
16493 chr12 3669968 3684771 + ENSDARG00000074156
16494 chr24 9777359 9778733 - ENSDARG00000074157
16495 chr1 51739029 51779390 - ENSDARG00000074158
16496 chr7 68110590 68111924 - ENSDARG00000074159
16497 chr12 14270750 14282962 + ENSDARG00000074160
16498 chr12 20377471 20398270 + ENSDARG00000074161
16499 chr18 25538533 25555248 - ENSDARG00000074163
16500 chr4 56718812 56732032 + ENSDARG00000074164
16501 chr17 22417371 22571744 + ENSDARG00000074166
16502 chr8 11504699 11532799 + ENSDARG00000074168
16503 chr12 33181931 33221664 + ENSDARG00000074169
16504 chr8 32494073 32549199 - ENSDARG00000074170
16505 chr15 43068541 43072720 - ENSDARG00000074171
16506 Zv9_NA995 75521 80778 + ENSDARG00000074173
16507 chr2 36203683 36204156 - ENSDARG00000074174
16508 chr13 25642448 25643462 + ENSDARG00000074179
16509 Zv9_scaffold3509 164901 180338 - ENSDARG00000074181
16510 chr1 52166980 52178893 - ENSDARG00000074182
16511 chr7 24747232 24892890 + ENSDARG00000074183
16512 chr21 23816222 23910499 - ENSDARG00000074184
16513 chr20 7573850 7608485 + ENSDARG00000074185
16514 chr18 6355779 6371778 + ENSDARG00000074186
16515 chr3 4650937 4668859 - ENSDARG00000074188
16516 chr1 59253032 59255082 - ENSDARG00000074189
16517 chr3 1803618 1809683 + ENSDARG00000074191
16518 chr4 39269700 39377968 - ENSDARG00000074193
16519 chr11 43805249 43825058 + ENSDARG00000074194
16520 chr3 5677205 5684143 - ENSDARG00000074195
16521 chr9 1126883 1286121 + ENSDARG00000074197
16522 chr18 49815453 49816141 + ENSDARG00000074198
16523 chr23 20047675 20097577 + ENSDARG00000074201
16524 chr8 40822938 40835663 + ENSDARG00000074202
16525 chr9 31611233 31615544 + ENSDARG00000074204
16526 chr1 58520142 58524010 - ENSDARG00000074205
16527 Zv9_scaffold3530 1116510 1130252 - ENSDARG00000074206
16528 chr11 43557272 43560478 + ENSDARG00000074210
16529 chr3 36578567 36580628 + ENSDARG00000074211
16530 chr1 7137599 7190147 + ENSDARG00000074212
16531 chr1 10871414 10888788 + ENSDARG00000074213
16532 chr19 20137180 20155734 + ENSDARG00000074216
16533 chr13 38006756 38012327 - ENSDARG00000074217
16534 chr24 20837692 20928932 - ENSDARG00000074219
16535 chr11 5672360 5745429 + ENSDARG00000074221
16536 chr21 29778578 29906957 - ENSDARG00000074222
16537 chr4 5733345 5762621 - ENSDARG00000074223
16538 chr9 35404357 35454541 + ENSDARG00000074225
16539 chr25 3806318 3815738 - ENSDARG00000074226
16540 chr12 5347853 5377927 + ENSDARG00000074229
16541 chr3 13124995 13149604 + ENSDARG00000074231
16542 chr2 13915648 13956255 - ENSDARG00000074233
16543 chr13 45513424 45616805 - ENSDARG00000074235
16544 chr20 4178673 4254826 + ENSDARG00000074236
16545 chr8 11811556 11844476 - ENSDARG00000074238
16546 chr6 34886165 34893314 + ENSDARG00000074242
16547 chr23 21835130 21928792 + ENSDARG00000074244
